case_no,case_alias,case_key,court,decided,title,doc_letec,doc_crawl,vec_chunks,vec_ctx,vec_dead,cited_code,cited_textbook,not_found,overlap,note
2016두56042377,,2016du56042377,,,,0,0,0,0,0,0,0,1,0,
2016두56134,,2016du56134,대법원,2017.04.28,요양·보험급여결정승인처분취소,1,0,3,0,0,0,1,0,0,
2016두57045,,2016du57045,대법원,2021.04.29,부당해고구제재심판정취소,1,1,3,0,0,0,0,0,1,
2016두57502,,2016du57502,대법원,2017.05.11,유족급여및장의비부지급처분취소,1,0,2,0,0,0,1,0,0,
2016두58840,,2016du58840,대법원,2017.05.31,유족급여및장의비부지급처분취소,1,0,4,0,0,0,1,0,0,
2016두58949,,2016du58949,,,,0,0,0,0,0,0,0,1,0,
2016두58949629,,2016du58949629,,,,0,0,0,0,0,0,0,1,0,
2016두62795,,2016du62795,대법원,2018.06.15,부당해고구제재심판정취소,1,0,2,0,0,0,0,0,0,
2016두62795836,,2016du62795836,,,,0,0,0,0,0,0,0,1,0,
2016두63705,,2016du63705,대법원,2019.10.17,부당해고구제재심판정취소,1,0,3,0,0,0,1,0,0,
2016두64876,,2016du64876,대법원,2021.07.29,부당해고구제재심판정취소,1,0,8,0,0,0,2,0,0,
2016라21261,,2016ra21261,,,,0,0,0,0,0,0,0,1,0,
2016마1630,,2016ma1630,대법원,2017.04.13,경업금지및영업비밀침해금지가처분,1,0,2,0,0,0,0,0,0,
2016마16397,,2016ma16397,,,,0,0,0,0,0,0,0,1,0,
2016헌마404,,2016heonma404,헌법재판소,2017.08.31,공무원수당 등에 관한 규정 제15조 제2항 등 위헌확인,1,0,3,0,0,0,0,0,0,
2016헌바466,,2016heonba466,헌법재판소,2018.01.25,산업재해보상보험법 제6조 단서 위헌소원,1,0,4,0,0,0,0,0,0,
2017가단5217727,,2017gadan5217727,,,,0,0,0,0,0,0,0,1,0,
2017가합298,,2017gahap298,,,,0,0,0,0,0,0,0,1,0,
2017가합507736,,2017gahap507736,서울중앙지법,2018.06.14,임금,1,0,4,0,0,0,0,0,0,
2017가합548478,,2017gahap548478,,,,0,0,0,0,0,0,0,1,0,
2017구합57493,,2017guhap57493,,,,0,0,0,0,0,0,0,1,0,
2017나2025282,,2017na2025282,서울고등법원,2018.12.18,임금,1,0,0,0,0,0,0,0,0,원장미수록(섹션없음)
2017나2043532,,2017na2043532,,,,0,0,0,0,0,0,0,1,0,
2017나28858,,2017na28858,,2023.02.06,일정한 지급주기에 따라 일정액이 확정적으로 지급된 상여금은 통상임금에 해당한다,0,1,0,9,0,0,0,0,0,
2017누12,,2017nu12,,,,0,0,0,0,0,0,0,1,0,
2017누12443,,2017nu12443,,,,0,0,0,0,0,0,0,1,0,
2017다14581,,2017da14581,대법원,2022.10.27,근로자지위확인등·근로자지위확인등·근로자지위확인등·근로자지위확인등·근로자지위확인등·근로자지위확인등·근로자지위확인등·근로자지위확인등,1,1,8,0,1,0,0,0,1,
2017다16778,,2017da16778,대법원,2018.09.13,부당이득금,1,1,5,0,0,0,0,0,1,
2017다17436,,2017da17436,대법원,2019.07.04,손해배상(기)등,1,0,4,0,0,0,0,0,0,
2017다17955,,2017da17955,대법원,2020.04.09,근로자지위확인등의소,1,1,5,0,1,0,0,0,1,
2017다202272,,2017da202272,대법원,2022.03.11,위로금반환,1,1,5,0,1,0,0,0,1,
2017다202272122,,2017da202272122,,,,0,0,0,0,0,0,0,1,0,
2017다204087,,2017da204087,대법원,2021.10.14.,,0,0,0,0,0,0,1,1,0,
2017다206670,,2017da206670,,2020.06.11,공공기관 내부평가급의 통상임금성 부정 사례,0,1,0,0,1,0,0,0,0,
2017다209129,,2017da209129,대법원,2017.5.31.,,0,0,0,0,0,0,1,1,0,
2017다209129152,,2017da209129152,,,,0,0,0,0,0,0,0,1,0,
2017다215728,,2017da215728,,2020.02.06,단체협약의 단체보험 수익자에 관한 조항 해석 사례,0,1,0,0,1,0,0,0,0,
2017다217724,,2017da217724,대법원,2020.03.26,근로에관한소송·근로자지위확인등,1,1,2,0,1,0,0,0,1,
2017다217724865,,2017da217724865,,,,0,0,0,0,0,0,0,1,0,
2017다218642,,2017da218642,대법원,2018.08.30,노동조합사무실제공등,1,0,4,0,0,0,0,0,0,
2017다218642632,,2017da218642632,,,,0,0,0,0,0,0,0,1,0,
2017다219072,,2017da219072,대법원,2019.08.29,근로자지위확인등·근로자지위확인등·근로자지위확인등·근로자지위확인등·근로자지위확인등·근로자지위확인등·근로자지위확인등,1,0,10,0,0,0,2,0,0,
2017다219072864,,2017da219072864,,,,0,0,0,0,0,0,0,1,0,
2017다22315,,2017da22315,,,,0,0,0,0,0,0,0,1,0,
2017다226605,,2017da226605,대법원,2021.02.25,해고무효확인[근로자에 대한 계약종료통지서에 해고사유가 전혀 기재되어 있지 않았던 사건],1,1,4,0,1,0,0,0,1,
2017다227325,,2017da227325,대법원,2017.08.18,징계처분무효확인,1,0,4,0,0,0,0,0,0,
2017다228083,,2017da228083,대법원,2017.11.09,손해배상(기),1,0,8,0,0,0,0,0,0,
2017다231119,,2017da231119,대법원,2017.10.12,구상금[근로복지공단이 산업재해보상보험법에 따라 지급한 보험급여에 기하여 자동차손해배상 보장법상 피해자의 보험자에 대한 위자료청구권을 대위할 수 있는지 문제된 사건],1,0,5,0,0,0,0,0,0,
2017다232020,,2017da232020,,,,0,0,0,0,0,0,0,1,0,
2017다2359,,2017da2359,대법원,2017.12.28,임금,1,0,5,0,0,0,0,0,0,
2017다236718,,2017da236718,,2025.01.09,지급일 현재 재직 조건부 정기상여금은 통상임금 해당,0,1,0,0,1,0,0,0,0,
2017다238004,,2017da238004,,2022.02.11,포괄임금제 해당 여부 판단 사례,0,1,0,0,1,0,0,0,0,
2017다238004287,,2017da238004287,,,,0,0,0,0,0,0,0,1,0,
2017다239984,,2017da239984,대법원,2020.11.26,임금,1,1,5,0,1,0,0,0,1,
2017다239994,,2017da239994,,,,0,0,0,0,0,0,0,1,0,
2017다242867,,2017da242867,대법원,2017.10.26,손해배상(기),1,0,5,0,0,0,1,0,0,
2017다242928,,2017da242928,대법원,2022.09.29,미지급임금청구[택시회사가 운송수입금 전액관리제와 정액급여제를 시행하되 단체협약에 따라 소속 택시기사들의 실제 운송수입금 납부액이 기준 운송수입금액에 미치지 못하면 월 정액급여에서 그 미달액을 공제한 것의 효력 등이 문제된 사건],1,1,8,0,1,0,0,0,1,
2017다257869,,2017da257869,대법원,2019.11.28,해고무효확인,1,0,5,0,0,0,1,0,0,
2017다257869380,,2017da257869380,,,,0,0,0,0,0,0,0,1,0,
2017다257869381,,2017da257869381,,,,0,0,0,0,0,0,0,1,0,
2017다259513,,2017da259513,,2021.03.11,법정수당 추가청구의 신의칙 위반 부정 사례,0,1,0,0,1,0,0,0,0,
2017다261387,,2017da261387,,,,0,0,0,0,0,1,0,1,0,
2017다263192,,2017da263192,,2020.10.29,공정대표의무 위반 여부 판단 사례,0,1,0,0,1,0,0,0,0,
2017다264416,,2017da264416,,,,0,0,0,0,0,0,0,1,0,
2017다269145,,2017da269145,,,,0,0,0,0,0,0,0,1,0,
2017다273663,,2017da273663,,2020.08.20,통상임금의 개념적 징표로서 일률성 및 고정성의 의미,0,1,0,0,1,0,0,0,0,
2017다290613,,2017da290613,,2020.08.27,실질적인 퇴직금 분할 약정의 존재 부정 사례,0,1,0,0,1,0,0,0,0,
2017다292343,,2017da292343,대법원,2022.05.26,임금등,1,1,5,0,0,0,0,0,1,
2017다29234373,,2017da29234373,,,,0,0,0,0,0,0,0,1,0,
2017다292718,,2017da292718,대법원,2022.08.19,부당이득금,1,1,3,0,1,0,0,0,1,
2017다292725,,2017da292725,,2022.08.19,승진이 무효인 경우 지급된 임금의 부당이득 헤당 여부,0,1,0,0,1,0,0,0,0,
2017다293629,,2017da293629,,,,0,0,0,0,0,0,0,1,0,
2017다35588,,2017da35588,대법원,2023.05.11,부당이득금반환·부당이득금,1,1,11,0,0,0,0,0,1,
2017다35595,,2017da35595,,,,0,0,0,0,0,0,0,1,0,
2017다46274,,2017da46274,,2023.06.15,현대차 불법파업 손해배상 책임 주체에 관한 법리,0,1,0,0,1,0,0,0,0,
2017다46496,,2017da46496,,2021.06.10,통상임금 해당 업적연봉 포함 추가청구의 신의칙 위반 부정 사례,0,1,0,0,1,0,0,0,0,
2017다49013,,2017da49013,,2023.06.29,불법파업에 대한 손해배상액 산정에 관한 법리,0,1,0,0,1,0,0,0,0,
2017다49020,,2017da49020,,2023.06.29,불법파업에 대한 손해배상액 산정에 관한 법리,0,1,0,0,1,0,0,0,0,
2017다49037,,2017da49037,,2023.06.29,불법파업에 대한 손해배상액 산정에 관한 법리,0,1,0,0,1,0,0,0,0,
2017다51603,,2017da51603,,2020.12.24,지배개입의 부당노동행위에 대한 손해배상책임 인정 사례,0,1,0,0,1,0,0,0,0,
2017다51610,,2017da51610,,2021.02.25,자주성 결여 이유 노조설립 무효 사례,0,1,0,0,1,0,0,0,0,
2017다52712,,2017da52712,대법원,2021.06.10,"임금[업적연봉 등이 통상임금에 해당되는지, 업적연봉을 통상임금에 포함하여 계산한 추가 법정수당의 지급청구가 신의칙에 반하는지 쟁점이 된 사건]",1,1,4,0,1,0,0,0,1,
2017다53210,,2017da53210,대법원,2018.09.28,임금·임금·임금,1,0,2,0,0,0,0,0,0,
2017다54008,,2017da54008,,,,0,0,0,0,0,0,0,1,0,
2017다55933,,2017da55933,,2022.10.14,택시운전자 최저임금의 비교대상 임금 판단 사례,0,1,0,0,1,0,0,0,0,
2017다56226,,2017da56226,대법원,2021.08.19,임금,1,1,5,0,0,0,0,0,1,
2017다6498,,2017da6498,,2023.06.15,현대차 불법파업 손해배상액 추정에 관한 법리,0,1,0,0,1,0,0,0,0,
2017다7170,,2017da7170,,2020.07.09,쌍용자동차 통상임금 관련 소송에서 신의칙 적용 인정 사례,0,1,0,0,1,0,0,0,0,
2017다9732,,2017da9732,대법원,2022.10.27,근로자지위확인등·근로자지위확인등·근로자지위확인등,1,1,8,0,1,0,0,0,1,
2017다9732867,,2017da9732867,,,,0,0,0,0,0,0,0,1,0,
2017도10554,,2017do10554,,,,0,0,0,0,0,0,0,1,0,
2017도15175,,2017do15175,,2021.12.30,전교조 규약 시정명령 위반죄 면소 판결,0,1,0,0,1,0,0,0,0,
2017도15226,,2017do15226,대법원,2018.12.27,정보통신망이용촉진및정보보호등에관한법률위반(정보통신망침해등)[컴퓨터에 저장되어 있던 직장 동료의 사내 메신저 대화내용을 몰래 열람·복사한 행위가 정보통신망에 의해 처리·보관·전송되는 타인 비밀의 침해·누설 행위에 해당하는지 여부에 관한 사건],1,0,7,0,0,0,0,0,0,
2017도16384,,2017do16384,,2022.01.14,퇴사 시 자료 인수인계 없이 삭제한 경우 업무방해죄 인정,0,1,0,0,1,0,0,0,0,
2017도16384100,,2017do16384100,,,,0,0,0,0,0,0,0,1,0,
2017도16388,,2017do16388,,2021.03.25,도급사업에서 안전조치의무 위반 및 업무상과실치사 인정 사례,0,1,0,0,1,0,0,0,0,
2017도19516,,2017do19516,,2022.01.13,성희롱 가해자에 대한 명예훼손 무죄 사례,0,1,0,0,1,0,0,0,0,
2017도20455,,2017do20455,,2020.03.27,회사 도로 바닥에 경영진을 비난하는 욕설을 쓰면 모욕죄,0,1,0,0,1,0,0,0,0,
2017도2478,,2017do2478,,2020.07.29,노조활동과 시설관리권의 관계에 관한 법리,0,1,0,0,1,0,0,0,0,
2017도2478586,,2017do2478586,,,,0,0,0,0,0,0,0,1,0,
2017도3808,,2017do3808,대법원,2017.06.29,부정경쟁방지및영업비밀보호에관한법률위반(영업비밀누설등)·업무상배임,1,0,4,0,0,0,0,0,0,
2017도4343,,2017do4343,대법원,2017.7.1.,,0,0,0,0,0,0,1,1,0,
2017도9835,,2017do9835,,2023.06.29,고공농성 지원행위의 업무방해방조죄 부정 사례,0,1,0,0,1,0,0,0,0,
2017두33510,,2017du33510,대법원,2019.04.25,부당노동행위구제재심판정취소,1,0,4,0,0,0,0,0,0,
2017두36618,,2017du36618,대법원,2017.06.19,휴업급여부지급처분취소,1,0,3,0,0,0,0,0,0,
2017두37772,,2017du37772,대법원,2019.10.31,공정대표의무위반시정재심판정취소,1,0,8,0,0,0,0,0,0,
2017두37772634,,2017du37772634,,,,0,0,0,0,0,0,0,1,0,
2017두37772639,,2017du37772639,,,,0,0,0,0,0,0,0,1,0,
2017두38560,,2017du38560,대법원,2018.09.13,부당비행정지구제재심판정취소,1,0,7,0,0,0,1,0,0,
2017두3856062,,2017du3856062,,,,0,0,0,0,0,0,0,1,0,
2017두45933,,2017du45933,대법원,2021.09.09,유족급여및장의비부지급처분취소,1,1,6,0,1,0,0,0,1,
2017두45933891,,2017du45933891,,,,0,0,0,0,0,0,0,1,0,
2017두46899,,2017du46899,대법원,2017.09.07,요양불승인처분취소,1,0,4,0,0,0,0,0,0,
2017두47878,,2017du47878,대법원,2017.09.21,공무상요양불승인처분취소,1,0,4,0,0,0,0,0,0,
2017두49119,,2017du49119,대법원,2018.06.15,장해급여청구,1,0,4,0,0,0,1,0,0,
2017두51303,,2017du51303,,,,0,0,0,0,0,0,0,1,0,
2017두52153,,2017du52153,대법원,2020.08.20,부당해고구제재심판정취소,1,1,3,0,1,0,0,0,1,
2017두52924,,2017du52924,대법원,2017.11.14,부당해고및부당노동행위구제재심판정취소,1,0,2,0,0,0,0,0,0,
2017두54005,,2017du54005,,2022.05.12,부당노동행위의 주체인 사용자의 범위에 관한 법리,0,1,0,0,1,0,0,0,0,
2017두54005820,,2017du54005820,,,,0,0,0,0,0,0,0,1,0,
2017두54975,,2017du54975,대법원,2018.06.19,근로자지위확인,1,0,2,0,0,0,1,0,0,
2017두56179,,2017du56179,대법원,2017.11.23,부당해고구제재심판정취소,1,0,2,0,0,0,0,0,0,
2017두56575,,2017du56575,대법원,2018.09.13,종합소득세경정청구거부처분취소청구의소,1,0,3,0,0,0,1,0,0,
2017두57318,,2017du57318,대법원,2019.11.28,부당해고구제재심판정취소,1,0,3,0,0,0,0,0,0,
2017두57318369,,2017du57318369,,,,0,0,0,0,0,0,0,1,0,
2017두59,,2017du59,,,,0,0,0,0,0,0,0,1,0,
2017두59987,,2017du59987,대법원,2018.1.25.,,0,0,0,0,0,0,1,1,0,
2017두61874,,2017du61874,대법원,2020.08.27,부당해고구제재심판정취소등,1,1,3,0,1,0,0,0,1,
2017두62235,,2017du62235,대법원,2019.05.30,부당해고구제재심판정취소,1,0,6,0,0,0,1,0,0,
2017두64606,,2017du64606,대법원,2018.02.28,퇴직금환수처분취소소송,1,0,3,0,0,0,0,0,0,
2017두70793,,2017du70793,대법원,2020.11.26,부당해고구제재심판정취소,1,1,3,0,1,0,0,0,1,
2017두71604,,2017du71604,대법원,2022.06.09,부당해고구제재심판정취소,1,1,3,0,1,0,0,0,1,
2017두74702,,2017du74702,대법원,2018.04.12,교원소청심사위원회결정취소,1,0,6,0,0,0,0,0,0,
2017두74719,,2017du74719,대법원,2018.04.26,산재보험료부과처분취소,1,0,2,0,0,0,1,0,0,
2017두76005,,2017du76005,대법원,2022.06.30,부당전직구제재심판정취소청구의소,1,1,5,0,1,0,0,0,1,
2017두76005329,,2017du76005329,,,,0,0,0,0,0,0,0,1,0,
2017마499,,2017ma499,대법원,2017.08.21,채권압류및전부명령,1,0,3,0,0,0,0,0,0,
2017마5737,,2017ma5737,,2021.01.14,긴급이행명령 위반에 대한 과태료 재판의 관할,0,1,0,0,1,0,0,0,0,
2017헌바127,,2017heonba127,헌법재판소,2019.04.11,형법 제269조 제1항 등 위헌소원,1,0,13,0,0,1,0,0,0,예시확정
2018가소1358597,,2018gaso1358597,,,,0,0,0,0,0,0,0,1,0,
2018구합7747,,2018guhap7747,,,,0,0,0,0,0,0,0,1,0,
2018나18485,,2018na18485,,,,0,0,0,0,0,0,0,1,0,
2018나2065317,,2018na2065317,,,,0,0,0,0,0,0,0,1,0,
2018나51471,,2018na51471,,,,0,0,0,0,0,0,0,1,0,
2018나55282,,2018na55282,,,,0,0,0,0,0,0,0,1,0,
2018노676,,2018no676,,,,0,0,0,0,0,0,0,1,0,
2018누57171,,2018nu57171,,,,0,0,0,0,0,0,0,1,0,
2018다11053,,2018da11053,,,,0,0,0,0,0,0,0,1,0,
2018다11053761,,2018da11053761,,,,0,0,0,0,0,0,0,1,0,
2018다20,,2018da20,,,,0,0,0,0,0,0,0,1,0,
2018다200709,,2018da200709,대법원,2019.11.14,임금및퇴직금청구,1,1,7,0,0,1,1,0,1,
2018다20070914,,2018da20070914,,,,0,0,0,0,0,0,0,1,0,
2018다206899,,2018da206899,대법원,2024.02.08,임금·임금·임금,1,1,8,0,1,0,0,0,1,
2018다206899207,,2018da206899207,,,,0,0,0,0,0,0,0,1,0,
2018다206936,,2018da206936,,,,0,0,0,0,0,0,0,1,0,
2018다207588,,2018da207588,대법원,2018.09.28,해고무효확인등,1,0,4,0,0,0,1,0,0,
2018다207588413,,2018da207588413,,,,0,0,0,0,0,0,0,1,0,
2018다207847,,2018da207847,대법원,2022.01.27,해고무효확인,1,1,4,0,1,0,0,0,1,
2018다207847874,,2018da207847874,,,,0,0,0,0,0,0,0,1,0,
2018다20866,,2018da20866,,2023.06.15,현대차 불법파업 손해배상액 추정에 관한 법리,0,1,0,0,1,0,0,0,0,
2018다209706,,2018da209706,대법원,2019.1.31.,,0,0,0,0,0,0,1,1,0,
2018다209706123,,2018da209706123,,,,0,0,0,0,0,0,0,1,0,
2018다21050,,2018da21050,,2023.06.15,현대차 불법파업 손해배상액 추정에 관한 법리,0,1,0,0,1,0,0,0,0,
2018다215220,,2018da215220,,,,0,0,0,0,0,0,0,1,0,
2018다21821,,2018da21821,대법원,2018.07.12,퇴직금·부당이득금반환,1,0,4,0,0,0,0,0,0,
2018다21821497,,2018da21821497,,,,0,0,0,0,0,0,0,1,0,
2018다224668,,2018da224668,,2022.05.13,최저임금 산입 범위 인정 사례 - 상여금 만근수당,0,1,0,0,1,0,0,0,0,
2018다22589,,2018da22589,,,,0,0,0,0,0,0,0,1,0,
2018다229120,,2018da229120,대법원,2020.04.29,퇴직금청구의소,1,1,5,0,1,0,0,0,1,
2018다231536,,2018da231536,대법원,2018.12.13,임금[퇴직금의 차액을 청구하는 사건],1,1,4,0,0,0,0,0,1,
2018다231536174,,2018da231536174,,,,0,0,0,0,0,0,0,1,0,
2018다237237,,2018da237237,,2022.03.31,부당해고소송의 화해권고결정금액은 비과세소득,0,1,0,0,1,0,0,0,0,
2018다238518,,2018da238518,,,,0,0,0,0,0,1,0,0,0,
2018다239110,,2018da239110,대법원,2019.10.18,퇴직금등청구의소,1,1,7,0,0,0,0,0,1,
2018다239110303,,2018da239110303,,,,0,0,0,0,0,0,0,1,0,
2018다239110304,,2018da239110304,,,,0,0,0,0,0,0,0,1,0,
2018다239110310,,2018da239110310,,,,0,0,0,0,0,0,0,1,0,
2018다241083,,2018da241083,,2020.02.06,근기법 제63조제1호의 그 밖의 농림 사업 해당 부정 사례,0,1,0,0,1,0,0,0,0,
2018다243935,,2018da243935,,2021.07.08,사내협력업체 근로자에 대한 직접고용의무 인정 사례,0,1,0,0,1,0,0,0,0,
2018다244631,,2018da244631,대법원,2019.08.14,임금,1,0,2,0,0,0,0,0,0,
2018다244877,,2018da244877,대법원,2022.03.17,퇴직금,1,1,5,0,1,0,0,0,1,
2018다244877502,,2018da244877502,,,,0,0,0,0,0,0,0,1,0,
2018다249308,,2018da249308,대법원,2020.06.11,임금,1,1,2,0,1,0,0,0,1,
2018다251486,,2018da251486,대법원,2022.09.15,해고무효확인등,1,1,2,0,1,0,0,0,1,
2018다253680,,2018da253680,대법원,2021.02.25,해고무효확인,1,1,5,0,1,0,0,0,1,
2018다25502,,2018da25502,,,,0,0,0,0,0,0,0,1,0,
2018다255488,,2018da255488,대법원,2022.03.11,근무형태변경시행무효확인,1,1,2,0,0,0,0,0,1,
2018다260602,,2018da260602,대법원,2019.01.17,퇴직금등,1,1,3,0,0,0,0,0,1,
2018다262653,,2018da262653,대법원,2022.06.09,임금[사립대학 교원에 대한 성과급적 연봉제 지급기준의 효력이 문제된 사건],1,1,7,0,1,0,0,0,1,
2018다263519,,2018da263519,대법원,2020.04.29,임금등,1,1,3,0,1,0,0,0,1,
2018다268811,,2018da268811,,2020.07.29,재해를 당한 선원의 승선평균임금 산정 방법,0,1,0,0,1,0,0,0,0,
2018다268828,,2018da268828,,,,0,0,0,0,0,0,0,1,0,
2018다269838,,2018da269838,,,,0,0,0,0,0,0,0,1,0,
2018다270876,,2018da270876,대법원,2021.08.19,손해배상(산),1,1,3,0,1,0,0,0,1,
2018다272414,,2018da272414,,,,0,0,0,0,0,0,0,1,0,
2018다272698,,2018da272698,,2021.11.25,대학교원 강의 배제에 대한 위자료 지급 인정 사례,0,1,0,0,1,0,0,0,0,
2018다275925,,2018da275925,대법원,2023.06.01,해고무효확인[부당해고기간 중에 정년에 도달한 근로자에게 정년 후 기간제 근로자로 재고용되리라는 기대권이 인정되는지 여부가 문제된 사건],1,1,5,0,1,0,0,0,1,
2018다277570,,2018da277570,,2021.04.29,근로기준법상 근로자 판단 기준,0,1,0,0,1,0,0,0,0,
2018다283049,,2018da283049,대법원,2023.11.16,부당이득금반환등,1,1,4,0,1,0,0,0,1,
2018다283926,,2018da283926,,2023.04.13,통상임금 제외 합의 무효 인정 사례,0,1,0,0,1,0,0,0,0,
2018다285106,,2018da285106,,2021.03.11,근로자들 싸움에 대한 사용자의 손해배상책임 인정 사례,0,1,0,0,1,0,0,0,0,
2018다286390,,2018da286390,,2022.03.31,부당해고소송의 화해권고결정금액은 비과세소득,0,1,0,0,1,0,0,0,0,
2018다288662,,2018da288662,대법원,2023.11.09,정직처분무효확인등,1,1,7,0,1,0,0,0,1,
2018다290436,,2018da290436,,2020.04.09,이사의 보수에 관한 법리,0,1,0,0,1,0,0,0,0,
2018다292418,,2018da292418,,2020.06.25,다른 직장에서 겸직을 한 채권추심원의 근로자 지위 인정 사례,0,1,0,0,1,0,0,0,0,
2018다298904,,2018da298904,대법원,2022.02.10,임금등,1,1,5,0,1,0,0,0,1,
2018다300586,,2018da300586,대법원,2022.12.01,배당이의,1,1,7,0,1,0,0,0,1,
2018다301527,,2018da301527,대법원,2022.09.29,고용의무이행등,1,1,11,0,1,0,0,0,1,
2018다303417,,2018da303417,대법원,2020.04.29,임금,1,1,2,0,1,0,0,0,1,
2018다41986,,2018da41986,,2023.06.15,현대차 불법파업 손해배상액 추정에 관한 법리,0,1,0,0,1,0,0,0,0,
2018다41986760,,2018da41986760,,,,0,0,0,0,0,0,0,1,0,
2018다43330,,2018da43330,대법원,2018.8.30.,,0,0,0,0,0,0,1,1,0,
2018도10353,,2018do10353,,2021.03.11,산업안전보건법 제24조제1항 위반 및 업무상과실치사 인정 사례,0,1,0,0,1,0,0,0,0,
2018도12691,,2018do12691,대법원,2018.10.25,,0,0,0,0,0,0,1,1,0,
2018도16228,,2018do16228,대법원,2019.7.25.,,0,0,0,0,0,0,1,1,0,
2018도17135,,2018do17135,대법원,2019.6.13.,,0,0,0,0,0,0,1,1,0,
2018도17135123,,2018do17135123,,,,0,0,0,0,0,0,0,1,0,
2018도1917,,2018do1917,,2023.06.29,CCTV 설치 정당성 부정 사례,0,1,0,0,1,0,0,0,0,
2018도1966,,2018do1966,대법원,2022.11.10,개인정보보호법위반,1,0,5,0,0,0,0,0,0,
2018도19836,,2018do19836,,,,0,0,0,0,0,0,0,1,0,
2018도2720,,2018do2720,대법원,2022.12.29,근로기준법위반,1,1,6,0,1,0,0,0,1,
2018도3690,,2018do3690,,2020.05.14,취업 자격 없는 외국인을 파견받은 사용사업주의 책임,0,1,0,0,1,0,0,0,0,
2018도3690857,,2018do3690857,,,,0,0,0,0,0,0,0,1,0,
2018도6486,,2018do6486,,,,0,0,0,0,0,0,0,1,0,
2018도9012,,2018do9012,대법원,2019.10.31,근로기준법위반,1,0,5,0,0,0,1,0,0,
2018도9012226,,2018do9012226,,,,0,0,0,0,0,0,0,1,0,
2018도965,,2018do965,대법원,2023.11.02,근로기준법위반·근로자퇴직급여보장법위반,1,1,2,0,1,0,0,0,1,
2018두32125,,2018du32125,대법원,2018.05.15,유족급여및장의비부지급처분취소,1,0,2,0,0,0,0,0,0,
2018두32125903,,2018du32125903,,,,0,0,0,0,0,0,0,1,0,
2018두34480,,2018du34480,대법원,2020.08.20,부당해고구제재심판정취소,1,1,3,0,1,0,0,0,1,
2018두34480366,,2018du34480366,,,,0,0,0,0,0,0,0,1,0,
2018두35391,,2018du35391,,2020.03.26,회식 후 귀가 중 교통사고로 사망한 경우 업무상 재해 인정 사례,0,1,0,0,1,0,0,0,0,
2018두38000,,2018du38000,,2020.07.09,주민자치센터 자원봉사자의 근로자 지위 인정 사례,0,1,0,0,1,0,0,1,1,
2018두38338,,2018du38338,대법원,2018.6.15.,,0,0,0,0,0,0,1,1,0,
2018두41082,,2018du41082,대법원,2018.11.29,부당해고구제재심판정취소[정년퇴직 인사발령이 부당해고인지를 다투는 사건],1,0,3,0,0,0,0,0,0,
2018두41532,,2018du41532,대법원,2018.11.29,단체협약의해석에대한견해제시재심판정취소청구의소,1,0,4,0,0,0,0,0,0,
2018두41532698,,2018du41532698,,,,0,0,0,0,0,0,0,1,0,
2018두43958,,2018du43958,대법원,2021.04.29,부당해고구제재심판정취소,1,1,4,0,1,0,0,0,1,
2018두44647,,2018du44647,대법원,2019.11.28,부당해고구제재심판정취소[정리해고의 정당성이 다투어진 사건],1,0,3,0,0,0,3,0,0,
2018두44647456,,2018du44647456,,,,0,0,0,0,0,0,0,1,0,
2018두44661,,2018du44661,,2024.07.11,도급 해제에 대한 지배개입의 부당노동행위 부정 사례,0,1,0,0,1,0,0,0,0,
2018두47264,,2018du47264,,2021.03.18,전원합의체판결 다수의견 - 육아휴직급여 신청기간은 강행규정,0,1,0,0,1,0,0,0,0,
2018두51201,,2018du51201,대법원,2020.08.20,부당해고구제재심판정취소,1,1,7,0,1,0,0,0,1,
2018두52808,,2018du52808,,,,0,0,0,0,0,0,0,1,0,
2018두53238,,2018du53238,,2022.10.27,평균임금 정정신청 거부처분 취소소송에서의 증명책임,0,1,0,0,1,0,0,0,0,
2018두54705,,2018du54705,대법원,2020.11.05,부당해고및부당노동행위구제재심판정취소,1,0,3,0,0,0,2,0,0,
2018두55272,,2018du55272,,2023.10.25,대구경북과학기술원의 직급정년은 무효,0,1,0,0,1,0,0,0,0,
2018두55715,,2018du55715,,2021.04.15,형사상 무죄 불구 해임처분 정당성 인정 사례,0,1,0,0,1,0,0,0,0,
2018두60380,,2018du60380,대법원,2023.06.01,평균임금정정불승인및보험급여차액부지급처분취소[여러 사업장에서 근무하다 퇴직한 후 진폐 진단을 받은 경우 산업재해보상보험법상 보험급여의 산정기준이 되는 평균임금을 계산하는 방법이 문제된 사건],1,1,4,0,1,0,0,0,1,
2018두62492,,2018du62492,대법원,2023.06.29,부당해고구제재심판정취소,1,1,6,0,1,0,0,0,1,
2018두63143,,2018du63143,,2022.12.15,고용촉진지원금 지급 대상 부정 사례,0,1,0,0,1,0,0,0,0,
2018두63235,,2018du63235,,2022.10.27,고용보험 가입 대상 공무원의 가입 시기에 관한 법리,0,1,0,0,1,0,0,0,0,
2018재두178,,2018jaedu178,,2024.09.27,단체협약시정명령의 재심대상 부정 사례,0,1,0,0,1,0,0,0,0,
2018헌마629,,2018heonma629,헌법재판소,2021.12.23,최저임금법 제6조 제4항 등 위헌확인,1,0,0,0,0,0,0,0,0,원장미수록(섹션없음)
2018헌바218,,2018heonba218,헌법재판소,2019.09.26,산업재해보상보험법  제37조 제1항 제3호 등  위헌소원,1,0,5,0,0,0,0,0,0,
2019가합13417,,2019gahap13417,,,,0,0,0,0,0,0,0,1,0,
